artwork_reference_number,title,artwork_description,artwork_sort_order,artwork_year,drupal_url,body_text,link,drupal_nid,drupal_post_date,published,artwork_url_original,artwork_url_thumbnail
227,Central Park pond,82 x 108 in | 208 x 274 cm,,2019,/artwork/central-park-pond,,/artwork/central-park-pond,260,1/24/19 19:17,Yes,http://www.enaswansea.com/sites/default/files/artwork/227/227centralparkpondforwebsite.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/227/227centralparkpondforwebsite.jpg
228,into the tress,40 x 86 in | 102 x 218 cm,,2019,/artwork/into-the-tress,,/artwork/into-the-tress,261,1/24/19 19:18,Yes,http://www.enaswansea.com/sites/default/files/artwork/228/228intothetreesadjforwebsite.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/228/228intothetreesadjforwebsite.jpg
229,sitting onnagata,48 x 72 in | 122 x 183 cm,,2019,/artwork/sitting-onnagata,,/artwork/sitting-onnagata,262,1/24/19 19:29,Yes,http://www.enaswansea.com/sites/default/files/artwork/229/229sittingonnagataforwebsite.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/229/229sittingonnagataforwebsite.jpg
18,boy with a sword,"oil on graphite on linen, 96 x 72 in (244 x 183 cm)",0,2003,/artwork/boy-with-a-sword,"oil on graphite on linen, 96 x 72 in (244 x 183 cm)",/artwork/boy-with-a-sword,127,9/24/10 20:55,Yes,http://www.enaswansea.com/sites/default/files/artwork/18/18boywithasword.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/18/18boywithasword.jpg
51,agent,96 x 60 in (244 x 152.4 cm),0,2004,/artwork/agent,"oil on graphite on linen, 96 x 60 in (244 x 152.4 cm)",/artwork/agent,94,9/24/10 20:41,Yes,http://www.enaswansea.com/sites/default/files/artwork/51/51agent.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/51/51agent.jpg
65,bee rider,72 x 96 in (182.9 x 234.8 cm),0,2005,/artwork/bee-rider,"oil on graphite on linen, 72 x 96 in (182.9 x 234.8 cm)",/artwork/bee-rider,80,9/24/10 20:41,Yes,http://www.enaswansea.com/sites/default/files/artwork/65/65beerider.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/65/65beerider.jpg
85,watching TV,72 x 96 in (182.88 x 243.84 cm),0,2006,/artwork/watching-tv,"oil on graphite on linen, 72 x 96 in (182.88 x 243.84 cm)",/artwork/watching-tv,60,9/24/10 20:41,Yes,http://www.enaswansea.com/sites/default/files/artwork/85/87watchingtv150.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/85/87watchingtv150.jpg
89,slow man,78 x 96 in (198.1 x 243.8 cm),0,2007,/artwork/slow-man,"oil on graphite on linen, 78 x 96 in (198.1 x 243.8 cm)",/artwork/slow-man,56,9/24/10 20:41,Yes,http://www.enaswansea.com/sites/default/files/artwork/89/91slowman150.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/89/91slowman150.jpg
100,Kembra 2,48.5 x 84.25 in (123.19 x 233 cm),0,2008,/artwork/kembra-2,"oil on graphite on linen, 48.5 x 84.25 in (123.19 x 233 cm)",/artwork/kembra-2,45,9/24/10 20:41,Yes,http://www.enaswansea.com/sites/default/files/artwork/100/103kembra2150.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/100/103kembra2150.jpg
111,rug rats,114 x 90 in (289.6 x 228.6 cm),0,2009,/artwork/rug-rats,"oil on graphite on linen, 114 x 90 in (289.6 x 228.6 cm)",/artwork/rug-rats,34,9/24/10 20:41,Yes,http://www.enaswansea.com/sites/default/files/artwork/111/114rugrats150.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/111/114rugrats150.jpg
121,14th st pile field,60 x 84 in | 152 x 213 cm,0,2010,/artwork/14th-st-pile-field,"mixed media on graphite on linen, 60 x 84 in60 x 84 in (152.4 x 213.4 cm) (152.4 x 213.4 cm)",/artwork/14th-st-pile-field,149,12/22/10 20:15,Yes,http://www.enaswansea.com/sites/default/files/artwork/121/12114thstpilefield150.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/121/12114thstpilefield150.jpg
131,psycho,72 x 48 in | 183 x 122 cm,0,2011,/artwork/psycho,,/artwork/psycho,153,1/26/11 10:15,Yes,http://www.enaswansea.com/sites/default/files/artwork/131/131psycho.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/131/131psycho.jpg
143,the green line,60 x 48 in | 152 x 122 cm,0,2012,/artwork/the-green-line,,/artwork/the-green-line,172,3/8/12 11:02,Yes,http://www.enaswansea.com/sites/default/files/artwork/143/thegreenlinedraft.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/143/thegreenlinedraft.jpg
157,snow at night,96 x 72 in | 244 x 183 cm,0,2013,/artwork/snow-at-night,,/artwork/snow-at-night,187,5/16/13 13:11,Yes,http://www.enaswansea.com/sites/default/files/artwork/157/157snowatnightforwebsite.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/157/157snowatnightforwebsite.jpg
184,snow on 16th st,90 x 154 in | 229 x 391 cm,0,2014,/artwork/snow-on-16th-st-0,,/artwork/snow-on-16th-st-0,216,11/22/14 16:27,Yes,http://www.enaswansea.com/sites/default/files/artwork/184/184snowon16thstreetadjforwebsite.png,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/184/184snowon16thstreetadjforwebsite.png
185,shake shack,36 x 48 in | 91 x 122 cm,0,2015,/artwork/shake-shack-0,,/artwork/shake-shack-0,218,3/10/15 14:45,Yes,http://www.enaswansea.com/sites/default/files/artwork/185/185fcashakeshackforwebsite.png,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/185/185fcashakeshackforwebsite.png
196,aggregate,54 x 80 in | 137 x 203 cm,0,2016,/artwork/aggregate,,/artwork/aggregate,227,7/23/16 12:34,Yes,http://www.enaswansea.com/sites/default/files/artwork/196/196aggregateforwebsite.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/196/196aggregateforwebsite.jpg
208,chaos,40.25 x 40.25 in | 102 x 102 cm,0,2017,/artwork/chaos,,/artwork/chaos,241,5/20/17 15:05,Yes,http://www.enaswansea.com/sites/default/files/artwork/208/208chaosforwebsite.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/208/208chaosforwebsite.jpg
218,snow in Charlotte,60.25 x 48.25 | 153 x 123 cm,0,2018,/artwork/snow-in-charlotte-2,,/artwork/snow-in-charlotte-2,253,11/19/18 17:27,Yes,http://www.enaswansea.com/sites/default/files/artwork/218/snowincharlotteforwebsite.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/218/snowincharlotteforwebsite.jpg
226,snow in Connecticut,72 x 48 in | 183 x 122 cm,0,2019,/artwork/snow-in-connecticut,,/artwork/snow-in-connecticut,263,1/24/19 19:34,Yes,http://www.enaswansea.com/sites/default/files/artwork/226/226snowinconnecticutforwebsite.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/226/226snowinconnecticutforwebsite.jpg
38,a night to remember,114 x 72 in (289.56 x 182.88 cm),1,2004,/artwork/a-night-to-remember,"oil on graphite on linen, 114 x 72 in (289.56 x 182.88 cm)",/artwork/a-night-to-remember,107,9/24/10 20:41,Yes,http://www.enaswansea.com/sites/default/files/artwork/38/39anighttoremember150.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/38/39anighttoremember150.jpg
58,gay wedding 2,72 x 84 in (182.9 x 213.4 cm),1,2005,/artwork/gay-wedding-2,"oil on graphite on linen, 72 x 84 in (182.9 x 213.4 cm)",/artwork/gay-wedding-2,87,9/24/10 20:41,Yes,http://www.enaswansea.com/sites/default/files/artwork/58/58gaywedding2.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/58/58gaywedding2.jpg
76,E 73rd,118 x 80 in (300 x 203.2 cm),1,2006,/artwork/e-73rd,"oil on graphite on linen, 118 x 80 in (300 x 203.2 cm)",/artwork/e-73rd,69,9/24/10 20:41,Yes,http://www.enaswansea.com/sites/default/files/artwork/76/78e73rdadjusted150.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/76/78e73rdadjusted150.jpg
93,always worth it,97 x 78 in (246 x 198 cm),1,2007,/artwork/always-worth-it,"oil on graphite on linen, 97 x 78 in (246 x 198 cm)",/artwork/always-worth-it,52,9/24/10 20:41,Yes,http://www.enaswansea.com/sites/default/files/artwork/93/96alwaysworthit150.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/93/96alwaysworthit150.jpg
102,demands,84 x 168 in (213.4 x 426.7 cm),1,2008,/artwork/demands,"oil on graphite on linen, 84 x 168 in (213.4 x 426.7 cm)",/artwork/demands,43,9/24/10 20:41,Yes,http://www.enaswansea.com/sites/default/files/artwork/102/102demands.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/102/102demands.jpg
114,1501 Broadway,60 x 72 in (152.4 x 182.9 cm),1,2009,/artwork/1501-broadway,"oil on graphite on linen, 60 x 72 in (152.4 x 182.9 cm)",/artwork/1501-broadway,31,9/24/10 20:41,Yes,http://www.enaswansea.com/sites/default/files/artwork/114/1171501broadway150.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/114/1171501broadway150.jpg
122,inflation night,84 x 168 in (213.4 x 426.7 cm),1,2010,/artwork/inflation-night,"mixed media on graphite on linen, 84 x 168 in (213.4 x 426.7 cm)",/artwork/inflation-night,150,12/22/10 20:15,Yes,http://www.enaswansea.com/sites/default/files/artwork/999/9inflationnight.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/999/9inflationnight.jpg
136,snow on 16th St,93.6 x 144 in | 238 x 366 cm,1,2011,/artwork/snow-on-16th-st,,/artwork/snow-on-16th-st,160,3/3/11 23:41,Yes,http://www.enaswansea.com/sites/default/files/artwork/136/snowon16thstreetadjforwebsite.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/136/snowon16thstreetadjforwebsite.jpg
150,backlit waves of Los Angeles,90 x 114 in | 228 x 290 cm,1,2012,/artwork/backlit-waves-of-los-angeles-1,,/artwork/backlit-waves-of-los-angeles-1,180,11/4/12 20:32,Yes,http://www.enaswansea.com/sites/default/files/artwork/150/150backlitwavesoflosangeles.png,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/150/150backlitwavesoflosangeles.png
165,oranges,66 x 68 in | 168 x 173 cm,1,2013,/artwork/oranges,,/artwork/oranges,195,8/1/13 11:52,Yes,http://www.enaswansea.com/sites/default/files/artwork/165/165oranges.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/165/165oranges.jpg
171,The Box,72 x 90 in | 183 x 229 cm,1,2014,/artwork/the-box-0,,/artwork/the-box-0,202,1/28/14 18:12,Yes,http://www.enaswansea.com/sites/default/files/artwork/171/171theboxforwebsite.png,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/171/171theboxforwebsite.png
190,summer and shake shack,30.25 x 20.25 | 77 x 51 cm,1,2015,/artwork/summer-and-shake-shack,,/artwork/summer-and-shake-shack,223,3/26/16 22:51,Yes,http://www.enaswansea.com/sites/default/files/artwork/190/190shakeshackinsummer.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/190/190shakeshackinsummer.jpg
204,wave,90 x 114 in | 229 x 290 cm,1,2016,/artwork/wave-0,,/artwork/wave-0,235,10/24/16 13:01,Yes,http://www.enaswansea.com/sites/default/files/artwork/204/204waveadjforwebsite.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/204/204waveadjforwebsite.jpg
210,twilight snow in central park,90 x 114 in | 229 x 290 cm,1,2017,/artwork/twilight-snow-in-central-park,,/artwork/twilight-snow-in-central-park,243,1/8/18 19:10,Yes,http://www.enaswansea.com/sites/default/files/artwork/210/210twilightsnowincentralparkforwebsite.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/210/210twilightsnowincentralparkforwebsite.jpg
219,E 87th streetlight,48.25 x 60.25 in | 122.5 x 153 cm,1,2018,/artwork/e-87th-streetlight,,/artwork/e-87th-streetlight,252,11/19/18 16:51,Yes,http://www.enaswansea.com/sites/default/files/artwork/219/219e87thstreetlightcopyforwebsiteplaceholder.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/219/219e87thstreetlightcopyforwebsiteplaceholder.jpg
12,Isabelle Huppert,60 x 48 in (152.4 x 121.9 cm),2,2010,/artwork/isabelle-huppert,"mixed media on graphite on linen, 60 x 48 in (152.4 x 121.9 cm)",/artwork/isabelle-huppert,151,12/22/10 20:15,Yes,http://www.enaswansea.com/sites/default/files/artwork/12/123isabellehuppert150.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/12/123isabellehuppert150.jpg
21,big incident,94 x 136 in (239 x 245.5 cm),2,2004,/artwork/big-incident,"oil on graphite on linen, 94 x 136 in (239 x 245.5 cm)",/artwork/big-incident,124,9/24/10 20:55,Yes,http://www.enaswansea.com/sites/default/files/artwork/21/21bigincident.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/21/21bigincident.jpg
56,man godiva,110 x 75 in (279.4 x 190.5 cm),2,2005,/artwork/man-godiva,"oil on graphite on linen, 110 x 75 in (279.4 x 190.5 cm)",/artwork/man-godiva,89,9/24/10 20:41,Yes,http://www.enaswansea.com/sites/default/files/artwork/56/57mangodiva150.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/56/57mangodiva150.jpg
84,picture plane,72 x 96 in (182.88 x 243.84 cm),2,2006,/artwork/picture-plane,"oil on graphite on linen, 72 x 96 in (182.88 x 243.84 cm)",/artwork/picture-plane,61,9/24/10 20:41,Yes,http://www.enaswansea.com/sites/default/files/artwork/84/86pictureplane150.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/84/86pictureplane150.jpg
90,child in tree and man with saw,90 x 96 in (228.6 x 243.8 cm),2,2007,/artwork/child-in-tree-and-man-with-saw,"oil on graphite on linen, 90 x 96 in (228.6 x 243.8 cm)",/artwork/child-in-tree-and-man-with-saw,55,9/24/10 20:41,Yes,http://www.enaswansea.com/sites/default/files/artwork/90/92childintreeandmanwithsaw150.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/90/92childintreeandmanwithsaw150.jpg
101,tied to the railroad tracks,28 x 96 in (71.12 x 243.84 cm),2,2008,/artwork/tied-to-the-railroad-tracks,"oil on graphite on linen, 28 x 96 in (71.12 x 243.84 cm)",/artwork/tied-to-the-railroad-tracks,44,9/24/10 20:41,Yes,http://www.enaswansea.com/sites/default/files/artwork/101/104tiedtotherailroadtracks150.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/101/104tiedtotherailroadtracks150.jpg
113,the box,48 x 72 in (121.9 x 182.9 cm),2,2009,/artwork/the-box,"oil on graphite on linen, 48 x 72 in (121.9 x 182.9 cm)",/artwork/the-box,32,9/24/10 20:41,Yes,http://www.enaswansea.com/sites/default/files/artwork/113/116thebox150.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/113/116thebox150.jpg
140,Kembra in colors,48 x 96 inches | 122 x 244 cm,2,2011,/artwork/kembra-in-colors,,/artwork/kembra-in-colors,169,11/30/11 13:59,Yes,http://www.enaswansea.com/sites/default/files/artwork/140/140kembraincolorsforwebsite.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/140/140kembraincolorsforwebsite.jpg
154,stars on the road,48 x 60 in | 122 x 152 cm,2,2012,/artwork/stars-on-the-road,,/artwork/stars-on-the-road,184,2/8/13 17:00,Yes,http://www.enaswansea.com/sites/default/files/artwork/154/154starsontheroadforwebsite.png,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/154/154starsontheroadforwebsite.png
167,haystack at night 3,24 x 18 in | 61 x 46 cm,2,2013,/artwork/haystack-at-night-3,,/artwork/haystack-at-night-3,200,9/13/13 13:20,Yes,http://www.enaswansea.com/sites/default/files/artwork/167/167haystackatnight3.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/167/167haystackatnight3.jpg
181,Shake Shack,60 x 72 in | 152 x 183 cm,2,2014,/artwork/shake-shack,,/artwork/shake-shack,214,9/2/14 16:08,Yes,http://www.enaswansea.com/sites/default/files/artwork/181/181shakeshackforwebsite.png,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/181/181shakeshackforwebsite.png
188,E 73rd,78.25 x 110 in | 199 x 279 cm,2,2015,/artwork/e-73rd-0,,/artwork/e-73rd-0,221,3/10/15 15:07,Yes,http://www.enaswansea.com/sites/default/files/artwork/188/188e73rdforwebsite.png,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/188/188e73rdforwebsite.png
196,snow on 16th St,90 x 114 in | 228 x 290 cm,2,2016,/artwork/snow-on-16th-st-1,,/artwork/snow-on-16th-st-1,225,3/26/16 23:20,Yes,http://www.enaswansea.com/sites/default/files/artwork/196/196snowon16thstplaceholderimage.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/196/196snowon16thstplaceholderimage.jpg
209,white sky,44.25 x 54.25 in | 112 x 138 cm,2,2017,/artwork/white-sky,,/artwork/white-sky,242,5/20/17 15:06,Yes,http://www.enaswansea.com/sites/default/files/artwork/209/209whiteskyofmanhattanforwebsite.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/209/209whiteskyofmanhattanforwebsite.jpg
219,snow garbage,72 x 48 in | 183 x 122 cm,2,2018,/artwork/snow-garbage,,/artwork/snow-garbage,254,11/19/18 17:38,Yes,http://www.enaswansea.com/sites/default/files/artwork/219/snowgarbageforwebsite.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/219/snowgarbageforwebsite.jpg
22,pier,76 x 66 in (193 x 167 cm),3,2004,/artwork/pier,"oil on graphite on linen, 76 x 66 in (193 x 167 cm)",/artwork/pier,123,9/24/10 20:55,Yes,http://www.enaswansea.com/sites/default/files/artwork/22/22pier.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/22/22pier.jpg
55,66 majorettes,105 x 150 in (266.7 x 381 cm),3,2005,/artwork/66-majorettes,"oil on graphite on linen, 105 x 150 in (266.7 x 381 cm)",/artwork/66-majorettes,90,9/24/10 20:41,Yes,http://www.enaswansea.com/sites/default/files/artwork/55/5666majorettes150.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/55/5666majorettes150.jpg
86,ernst & you,76 x 94 in (193.04 x 238.76 cm),3,2006,/artwork/ernst-you,"oil on graphite on linen, 76 x 94 in (193.04 x 238.76 cm)",/artwork/ernst-you,59,9/24/10 20:41,Yes,http://www.enaswansea.com/sites/default/files/artwork/86/88ernstandyou150.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/86/88ernstandyou150.jpg
97,4 seasons - four,39.5 x 27.25 in (100.33 x 69.215 cm),3,2007,/artwork/4-seasons-four,"serigraph on rag paper, 39.5 x 27.25 in (100.33 x 69.215 cm)",/artwork/4-seasons-four,48,9/24/10 20:41,Yes,http://www.enaswansea.com/sites/default/files/artwork/97/97a4seasonsprint-fourcopy.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/97/97a4seasonsprint-fourcopy.jpg
103,gling hunks,72 x 94 in (182.88 x 238.76 cm),3,2008,/artwork/gling-hunks,"oil on graphite on linen, 72 x 94 in (182.88 x 238.76 cm)",/artwork/gling-hunks,42,9/24/10 20:41,Yes,http://www.enaswansea.com/sites/default/files/artwork/103/106glinghunks150.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/103/106glinghunks150.jpg
110,bored,68 x 72 in (172.7 x 182.9 cm),3,2009,/artwork/bored,"oil on graphite on linen, 68 x 72 in (172.7 x 182.9 cm)",/artwork/bored,35,9/24/10 20:41,Yes,http://www.enaswansea.com/sites/default/files/artwork/110/113bored150.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/110/113bored150.jpg
125,corrida Goyesque,148 x 295 feet (45 x 90 meters),3,2010,/artwork/corrida-goyesque,"pigment on sand, 148 x 295 feet (45 x 90 meters). ephemeral work; destroyed.",/artwork/corrida-goyesque,147,12/22/10 20:13,Yes,http://www.enaswansea.com/sites/default/files/artwork/999/6corridagoyesque.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/999/6corridagoyesque.jpg
139,backstage,72 x 60 in | 183 x 152 cm,3,2011,/artwork/backstage,,/artwork/backstage,163,10/3/11 11:57,Yes,http://www.enaswansea.com/sites/default/files/artwork/139/backstageadjsofternoseversionforwebsite.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/139/backstageadjsofternoseversionforwebsite.jpg
153,stars,48 x 72 inches | 121 x 182 cm,3,2012,/artwork/stars,,/artwork/stars,183,12/18/12 14:37,Yes,http://www.enaswansea.com/sites/default/files/artwork/153/153starsmasterjpeg.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/153/153starsmasterjpeg.jpg
168,haystack at night 4,18 x 24 in | 46 x 61 cm,3,2013,/artwork/haystack-at-night-4,,/artwork/haystack-at-night-4,199,9/13/13 13:16,Yes,http://www.enaswansea.com/sites/default/files/artwork/168/168haystackatnight4.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/168/168haystackatnight4.jpg
179,rusty garbage,72 x 60 in | 183 x 152 cm,3,2014,/artwork/rusty-garbage-0,,/artwork/rusty-garbage-0,212,9/2/14 16:03,Yes,http://www.enaswansea.com/sites/default/files/artwork/179/179rustygarbageforwebsite.png,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/179/179rustygarbageforwebsite.png
186,pile field,60 x 72 in | 152.4 x 182.9 cm,3,2015,/artwork/pile-field,,/artwork/pile-field,219,3/10/15 14:50,Yes,http://www.enaswansea.com/sites/default/files/artwork/186/186pilefieldforwebsite.png,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/186/186pilefieldforwebsite.png
201,snow in Charlotte,90 x 150 in | 228.6 x 381 cm,3,2016,/artwork/snow-in-charlotte-1,,/artwork/snow-in-charlotte-1,233,10/24/16 12:07,Yes,http://www.enaswansea.com/sites/default/files/artwork/201/201snowincharlotte.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/201/201snowincharlotte.jpg
211,stop sign,48 x 60 in | 122 x 152 cm,3,2017,/artwork/stop-sign,,/artwork/stop-sign,244,1/8/18 22:18,Yes,http://www.enaswansea.com/sites/default/files/artwork/211/211stopsignforwebsite.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/211/211stopsignforwebsite.jpg
221,Hudson River,56 x 60 in | 142 x 152 cm,3,2018,/artwork/hudson-river,,/artwork/hudson-river,255,11/19/18 17:42,Yes,http://www.enaswansea.com/sites/default/files/artwork/221/hudsonriverforwebsite.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/221/hudsonriverforwebsite.jpg
24,world wide web,78 x 120 in (198 x 305 cm),4,2004,/artwork/world-wide-web,"oil on graphite on linen, 78 x 120 in (198 x 305 cm)",/artwork/world-wide-web,121,9/24/10 20:55,Yes,http://www.enaswansea.com/sites/default/files/artwork/24/25worldwideweb150.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/24/25worldwideweb150.jpg
67,busy night,36 x 60 in (91.4 x 152.4 cm),4,2005,/artwork/busy-night,"oil on graphite on linen, 36 x 60 in (91.4 x 152.4 cm)",/artwork/busy-night,78,9/24/10 20:41,Yes,http://www.enaswansea.com/sites/default/files/artwork/67/69busynight150.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/67/69busynight150.jpg
88,identity,60 x 96 in (152.40 x 243.84 cm),4,2006,/artwork/identity,"oil on graphite on linen, 60 x 96 in (152.40 x 243.84 cm)",/artwork/identity,57,9/24/10 20:41,Yes,http://www.enaswansea.com/sites/default/files/artwork/88/90identity150.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/88/90identity150.jpg
96,4 seasons - three,29.5 x 38.25 in (74.93 x 97.155 cm),4,2007,/artwork/4-seasons-three,"serigraph on rag paper, 29.5 x 38.25 in (74.93 x 97.155 cm)",/artwork/4-seasons-three,49,9/24/10 20:41,Yes,http://www.enaswansea.com/sites/default/files/artwork/96/994seasons-three150.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/96/994seasons-three150.jpg
104,baby,66 x 68 in (167.6 x 172.7 cm),4,2008,/artwork/baby,"oil on graphite on linen, 66 x 68 in (167.6 x 172.7 cm)",/artwork/baby,41,9/24/10 20:41,Yes,http://www.enaswansea.com/sites/default/files/artwork/104/107baby150.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/104/107baby150.jpg
112,southern belles,54 x 72 in (137.2 x 182.9 cm),4,2009,/artwork/southern-belles,"oil on graphite on linen, 54 x 72 in (137.2 x 182.9 cm)",/artwork/southern-belles,33,9/24/10 20:41,Yes,http://www.enaswansea.com/sites/default/files/artwork/112/115southernbelles150.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/112/115southernbelles150.jpg
130,bullfight,72 x 48 in (182.9 x 121.9 cm),4,2010,/artwork/bullfight,"oil on linen, 72 x 48 in (182.9 x 121.9 cm)",/artwork/bullfight,142,12/22/10 20:02,Yes,http://www.enaswansea.com/sites/default/files/artwork/130/bullfight150.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/130/bullfight150.jpg
134,dancers,36 x 96 in | 91 x 244 cm,4,2011,/artwork/dancers,,/artwork/dancers,159,2/27/11 1:56,Yes,http://www.enaswansea.com/sites/default/files/artwork/134/134dancersadj.jpg,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/134/134dancersadj.jpg
151,don't bother me with that ocean,90 x 108 in | 229 x 274 cm,4,2012,/artwork/dont-bother-me-with-that-ocean,,/artwork/dont-bother-me-with-that-ocean,181,11/4/12 20:36,Yes,http://www.enaswansea.com/sites/default/files/artwork/151/151dontbothermewiththatocean.png,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/151/151dontbothermewiththatocean.png
169,haystack at night 5,24 x 18 in | 61 x 46 cm,4,2013,/artwork/haystack-at-night-5,,/artwork/haystack-at-night-5,198,9/13/13 13:05,Yes,http://www.enaswansea.com/sites/default/files/artwork/169/169haystackatnight5forwebsite.png,http://www.enaswansea.com/sites/default/files/imagecache/tiny_thumbnail/artwork/169/169haystackatnight5forwebsite.png
